identifier,type,size,beds,baths,price,location
0,Apartment,1304,2,3,1100000.0,princess tower
1,Apartment,1900,3,4,3188888.0,marina tower
2,Apartment,1200,1,2,1440000.0,trident grand residence
3,Apartment,1200,1,2,1440000.0,trident grand residence
4,Apartment,2944,3,5,2900000.0,the atlantic
5,Apartment,541,0,1,800000.0,silverene
6,Apartment,542,0,1,780000.0,silverene
7,Apartment,1220,2,2,940000.0,marina pinnacle
8,Apartment,921,1,2,1200000.0,park island
9,Apartment,864,1,2,750000.0,mag 218
10,Apartment,900,1,2,760000.0,mag 218
11,Townhouse,8427,7,7,7950000.0,bayside residence
12,Apartment,792,1,2,700000.0,the royal oceanic
13,Apartment,960,1,2,800000.0,princess tower
14,Penthouse,6146,5,6,4799999.0,princess tower
15,Apartment,1437,2,3,2570000.0,marina gate
16,Apartment,572,1,1,540000.0,marina diamond 2
17,Apartment,1067,2,2,1535000.0,silverene
18,Apartment,1320,2,3,1650000.0,al majara
19,Apartment,2174,3,4,1875000.0,marina heights
20,Apartment,374,1,1,460000.0,marina diamond 1
21,Apartment,858,1,2,850000.0,botanica tower
22,Apartment,858,1,2,850000.0,botanica tower
23,Apartment,685,1,2,800000.0,dorra bay
24,Apartment,1076,1,2,1300000.0,marina promenade
25,Apartment,690,1,2,775000.0,dream towers
26,Apartment,690,1,2,740000.0,dream towers
27,Apartment,690,1,2,775000.0,dream towers
28,Apartment,690,1,2,775000.0,dream towers
29,Apartment,691,1,1,775000.0,dream towers
30,Apartment,1814,3,4,3115000.0,marina gate
31,Apartment,841,1,2,1000000.0,al majara
32,Apartment,1329,2,3,1095000.0,elite residence
33,Apartment,1329,2,3,1249000.0,elite residence
34,Penthouse,3172,4,6,3750000.0,elite residence
35,Duplex,2381,3,5,2500000.0,azure
36,Apartment,3890,3,5,2950000.0,emirates crown
37,Apartment,708,1,1,650000.0,marina diamond 6
38,Apartment,714,1,2,600000.0,marina diamond 6
39,Apartment,430,0,1,430000.0,marina diamond 3
40,Apartment,1525,1,2,1500000.0,emaar 6 towers
41,Apartment,800,1,2,700000.0,yacht bay
42,Apartment,792,1,2,700000.0,the royal oceanic
43,Apartment,1176,2,2,1850000.0,5242
44,Apartment,1780,3,4,2800000.0,5242
45,Apartment,1203,2,3,1540000.0,no.9
46,Apartment,1579,2,3,1225000.0,trident bayside
47,Apartment,556,1,1,525000.0,manchester tower
48,Apartment,2352,2,2,1625000.0,la residencia del mar
49,Apartment,1347,2,3,1995000.0,marina gate
50,Apartment,1940,3,4,3495000.0,marina gate
51,Apartment,1919,3,4,1200000.0,sulafa tower
52,Apartment,600,1,2,950000.0,silverene
53,Apartment,600,1,2,950000.0,silverene
54,Apartment,609,1,2,900000.0,silverene
55,Apartment,609,1,2,900000.0,silverene
56,Apartment,2173,3,4,2700000.0,marina crown
57,Apartment,2173,3,4,2700000.0,marina crown
58,Apartment,2328,3,4,2500000.0,trident bayside
59,Townhouse,8427,7,7,7950000.0,trident bayside
60,Townhouse,7172,5,5,6460000.0,trident bayside
61,Apartment,1305,2,2,1000000.0,princess tower
62,Apartment,2006,3,4,1650000.0,princess tower
63,Apartment,1305,2,2,1000000.0,princess tower
64,Apartment,1305,2,2,1050000.0,princess tower
65,Apartment,1305,2,2,990000.0,princess tower
66,Apartment,1999,3,4,1700000.0,princess tower
67,Apartment,1066,2,2,1299999.0,silverene
68,Apartment,1806,3,4,3100000.0,5242
69,Apartment,529,0,1,919000.0,liv residence
70,Apartment,1198,2,2,780000.0,the torch
71,Penthouse,4032,3,3,3950000.0,the torch
72,Apartment,959,1,1,999000.0,marina tower
73,Apartment,761,1,2,950000.0,marina tower
74,Apartment,959,1,2,945000.0,marina tower
75,Apartment,958,1,2,949000.0,marina tower
76,Apartment,959,1,1,990000.0,marina tower
77,Apartment,761,1,2,950000.0,marina tower
78,Apartment,833,1,2,1588000.0,damac heights
79,Apartment,1640,3,3,4393000.0,damac residenze
80,Apartment,724,1,2,730000.0,skyview tower
81,Apartment,1700,2,3,715000.0,dec towers
82,Apartment,910,1,2,1050000.0,park island
83,Apartment,1070,2,3,1800000.0,silverene
84,Apartment,772,1,1,800000.0,al sahab
85,Apartment,700,1,1,795000.0,park island
86,Apartment,924,1,2,770000.0,princess tower
87,Apartment,890,1,1,1250000.0,marina promenade
88,Apartment,951,1,2,650000.0,marina pinnacle
89,Penthouse,6358,4,5,15250000.0,marina gate
90,Apartment,1723,2,3,3129000.0,damac heights
91,Apartment,1640,2,2,3185000.0,damac heights
92,Apartment,1390,2,2,940000.0,sulafa tower
93,Apartment,1002,1,2,1290000.0,marina promenade
94,Apartment,982,2,2,1000000.0,la riviera
95,Apartment,1002,1,2,1300000.0,marina promenade
96,Penthouse,6147,5,6,4999999.0,princess tower
97,Penthouse,5845,4,6,13152000.0,marina gate
98,Apartment,2333,4,5,4950888.0,vida residences marina dubai
99,Apartment,723,1,1,1000000.0,studio one
100,Apartment,723,1,2,1000000.0,studio one
101,Apartment,1109,2,3,1650000.0,studio one
102,Apartment,828,2,2,1390000.0,studio one
103,Apartment,1764,3,4,2999997.0,no.9
104,Apartment,2179,2,4,1990000.0,the jewels
105,Apartment,890,1,2,1690000.0,damac heights
106,Apartment,1315,2,3,1750000.0,marina quays
107,Apartment,1382,2,3,900000.0,yacht bay
108,Penthouse,5456,4,5,5700000.0,marina heights
109,Duplex,4390,4,5,10554999.0,marina gate
110,Apartment,2428,2,3,5699000.0,marina gate
111,Penthouse,6358,4,5,15699000.0,marina gate
112,Penthouse,6358,4,5,15249000.0,marina gate
113,Duplex,4618,4,5,10649000.0,marina gate
114,Penthouse,5845,4,5,13000000.0,marina gate
115,Apartment,1144,2,2,2000000.0,5242
116,Apartment,1144,2,2,1900000.0,5242
117,Apartment,1480,2,3,1600000.0,park island
118,Apartment,1331,2,3,1450000.0,elite residence
119,Apartment,1219,2,2,800000.0,marina pinnacle
120,Apartment,1816,3,4,1650000.0,marina heights
121,Apartment,410,0,1,550000.0,tfg marina hotel
122,Apartment,593,1,2,780000.0,studio one
123,Apartment,908,1,2,870000.0,mag 218
124,Apartment,1258,2,2,920000.0,the torch
125,Apartment,1258,2,2,900000.0,the torch
126,Apartment,1258,2,2,840000.0,the torch
127,Apartment,1258,2,2,820000.0,the torch
128,Apartment,3882,3,6,3100000.0,emirates crown
129,Apartment,700,1,1,1000000.0,escan tower
130,Apartment,1208,2,3,1250000.0,ocean heights
131,Apartment,848,1,1,1125000.0,the address dubai marina
132,Apartment,1280,2,2,1980000.0,marina gate
133,Apartment,1258,2,2,870000.0,the torch
134,Apartment,1258,2,2,820000.0,the torch
135,Apartment,600,1,2,1250000.0,orra harbour residences and hotel apartments
136,Apartment,1396,2,3,2400000.0,damac heights
137,Penthouse,9354,4,4,23500000.0,trident marinascape
138,Apartment,1750,3,5,2100000.0,ocean heights
139,Apartment,841,1,2,950000.0,al majara
140,Apartment,773,1,2,1531000.0,marina gate
141,Apartment,749,1,2,1100000.0,marina crown
142,Apartment,827,1,2,600000.0,marina pinnacle
143,Apartment,2460,3,5,3100000.0,marina arcade tower
144,Apartment,832,1,2,650000.0,dec towers
145,Apartment,958,1,2,800000.0,elite residence
146,Apartment,499,0,1,650000.0,studio one
147,Apartment,950,1,1,1100000.0,escan tower
148,Apartment,1400,2,3,1300000.0,ocean heights
149,Apartment,1825,2,3,1750000.0,ocean heights
150,Apartment,800,1,2,1801000.0,marina gate
151,Townhouse,3577,3,4,8575000.0,marina gate
152,Apartment,949,1,2,1642000.0,marina gate
153,Apartment,1589,3,3,2660000.0,5242
154,Apartment,1598,3,3,2848000.0,5242
155,Apartment,1657,3,4,2750000.0,vida residences marina dubai
156,Apartment,1680,1,2,1350000.0,vida residences marina dubai
157,Apartment,2334,2,2,1850000.0,vida residences marina dubai
158,Apartment,1158,2,3,1400000.0,vida residences marina dubai
159,Apartment,1006,1,2,1100000.0,vida residences marina dubai
160,Townhouse,2428,2,4,5700000.0,marina gate
161,Apartment,1005,1,2,1100000.0,vida residences marina dubai
163,Apartment,1061,2,3,1972000.0,5242
164,Apartment,1673,3,4,2799999.0,vida residences marina dubai
165,Penthouse,3307,4,5,6580000.0,marina gate
166,Apartment,992,1,2,1964888.0,5242
167,Apartment,1219,2,2,800000.0,marina pinnacle
168,Apartment,1510,3,3,1190000.0,sulafa tower
169,Apartment,518,0,1,365000.0,dec towers
170,Apartment,1208,2,3,1545000.0,marina arcade tower
171,Apartment,1219,2,2,800000.0,marina pinnacle
172,Apartment,1480,2,3,1999987.0,sparkle towers
173,Apartment,862,1,2,1529998.0,sparkle towers
174,Apartment,3080,3,4,2400000.0,23 marina
175,Apartment,2057,3,5,2399999.0,al majara
176,Apartment,645,1,2,980000.0,bay central
177,Apartment,841,1,1,1050000.0,al majara
178,Apartment,5050,3,5,3999950.0,marina tower
179,Apartment,1270,1,2,1750000.0,trident grand residence
180,Penthouse,3211,4,6,4750000.0,elite residence
181,Penthouse,3173,4,6,3800000.0,elite residence
182,Penthouse,3173,4,6,3950000.0,elite residence
183,Apartment,3000,4,4,2600000.0,marina crown
184,Duplex,2772,3,5,3000000.0,the point
185,Apartment,1813,3,4,3900000.0,marina gate
186,Apartment,836,1,2,1700000.0,marina gate
187,Apartment,1750,2,3,1850000.0,marina 101
188,Apartment,3022,4,5,2499999.0,marina crown
189,Apartment,3022,4,5,2499999.0,marina crown
190,Penthouse,2503,3,3,3350000.0,marina quays
191,Penthouse,2503,3,3,3350000.0,marina quays
192,Apartment,1595,3,3,1650000.0,the point
193,Apartment,1595,3,3,1800000.0,the point
194,Apartment,1521,2,3,2150000.0,cayan tower
195,Penthouse,5456,5,6,5750000.0,marina heights
196,Apartment,833,2,3,1100000.0,studio one
197,Penthouse,5456,5,5,5750000.0,marina heights
198,Apartment,833,2,2,1100000.0,studio one
199,Apartment,1302,2,2,1895000.0,park island
200,Apartment,1302,2,3,1895000.0,park island
201,Apartment,1204,2,3,2150000.0,marina gate
202,Apartment,1204,2,2,2150000.0,marina gate
203,Apartment,868,1,1,2000000.0,marina gate
204,Apartment,868,1,2,2000000.0,marina gate
205,Apartment,880,1,1,1200000.0,damac heights
206,Apartment,880,1,2,1200000.0,damac heights
207,Apartment,2474,3,3,4082067.0,marina arcade tower
208,Apartment,1599,2,2,2497763.0,marina arcade tower
209,Apartment,1161,2,2,1845990.0,marina arcade tower
210,Penthouse,5845,4,4,12950000.0,marina gate
211,Apartment,1161,2,3,1845990.0,marina arcade tower
212,Apartment,1599,2,3,2497763.0,marina arcade tower
213,Apartment,2474,3,4,4082067.0,marina arcade tower
214,Apartment,831,1,2,640000.0,escan tower
215,Penthouse,3122,3,4,7900000.0,no.9
216,Penthouse,3274,3,4,9995000.0,no.9
217,Apartment,1525,2,3,1600000.0,cayan tower
218,Apartment,1739,2,3,720000.0,dec towers
219,Apartment,1740,2,3,850000.0,dec towers
220,Apartment,1739,2,3,850000.0,dec towers
221,Apartment,409,0,1,999000.0,wyndham marina dubai
222,Apartment,1302,2,2,1050000.0,bay central
223,Apartment,2123,2,3,1820000.0,sparkle towers
224,Apartment,862,1,2,1530000.0,sparkle towers
225,Apartment,3022,4,4,1999999.0,marina crown
226,Apartment,751,1,2,750000.0,marina view
227,Apartment,1302,2,2,1100000.0,bay central
228,Apartment,1229,2,3,2552000.0,marina gate
229,Apartment,1814,3,4,4173000.0,marina gate
230,Apartment,1211,2,2,2587000.0,marina gate
231,Apartment,773,1,2,1533000.0,marina gate
232,Apartment,822,1,2,1300000.0,marina gate
233,Apartment,775,1,2,1490000.0,marina gate
234,Apartment,627,1,2,1015000.0,marina gate
235,Apartment,1277,2,2,1890000.0,marina gate
236,Apartment,1431,2,3,2491000.0,marina gate
237,Apartment,947,1,2,1642000.0,marina gate
238,Townhouse,4618,4,4,10650000.0,marina gate
239,Apartment,822,1,2,1300000.0,marina gate
240,Penthouse,5845,4,6,12859000.0,marina gate
241,Apartment,1578,2,4,1350000.0,trident bayside
242,Apartment,1073,1,2,820000.0,the jewels
243,Penthouse,6544,4,4,7000000.0,23 marina
244,Apartment,848,1,1,1000000.0,the address dubai marina
245,Apartment,609,0,1,1500000.0,silverene
246,Apartment,875,1,1,1800000.0,cayan tower
247,Apartment,783,0,1,1500000.0,cayan tower
248,Apartment,1219,2,2,790000.0,marina pinnacle
249,Apartment,3277,5,4,5500000.0,emaar 6 towers
250,Apartment,1444,2,2,1099000.0,dorra bay
251,Apartment,2352,2,2,2000000.0,la residencia del mar
252,Apartment,1973,3,2,2200000.0,marina terra
253,Apartment,461,0,1,837548.0,liv residence
254,Apartment,1043,2,3,1914548.0,liv residence
255,Apartment,871,1,1,1354548.0,liv residence
256,Apartment,1043,2,3,1914548.0,liv residence
257,Apartment,871,1,1,1354548.0,liv residence
258,Apartment,461,0,1,837548.0,liv residence
259,Apartment,1710,3,3,1290000.0,the torch
260,Apartment,1280,2,3,2100000.0,marina gate
261,Apartment,822,1,1,1300000.0,marina gate
262,Apartment,627,1,1,1030000.0,marina gate
263,Apartment,1400,2,3,2100000.0,marina gate
264,Apartment,2140,3,4,1599999.0,23 marina
265,Apartment,1710,3,3,1340000.0,the torch
266,Apartment,556,1,1,575000.0,manchester tower
267,Apartment,556,1,2,585000.0,manchester tower
268,Apartment,6100,4,5,14000000.0,le reve
269,Apartment,2156,3,4,1635000.0,princess tower
270,Apartment,1415,2,3,1180000.0,continental tower
271,Apartment,357,0,1,530000.0,studio one
272,Apartment,736,1,2,1000000.0,iris blue
273,Apartment,1326,2,3,1700000.0,iris blue
274,Apartment,808,1,2,950000.0,botanica tower
275,Apartment,1843,3,3,1300000.0,dorra bay
276,Apartment,726,1,2,999950.0,studio one
277,Apartment,1041,1,2,1000000.0,ocean heights
278,Apartment,1041,1,2,1000000.0,ocean heights
279,Apartment,1061,2,2,2090000.0,5242
280,Apartment,1139,2,3,2205888.0,5242
281,Apartment,1132,2,3,1650000.0,5242
282,Apartment,1428,2,3,2600000.0,damac heights
283,Apartment,1428,2,3,2600000.0,damac heights
284,Apartment,2249,2,3,2200000.0,the jewels
285,Townhouse,4396,4,6,8000000.0,the jewels
286,Apartment,953,1,2,1250000.0,marina promenade
287,Penthouse,2623,4,7,2900000.0,ocean heights
288,Apartment,1300,2,3,1150000.0,ocean heights
289,Apartment,1150,2,2,1600000.0,5242
290,Apartment,1176,2,2,1820000.0,5242
291,Apartment,992,1,2,1924888.0,5242
292,Apartment,1724,3,3,3213888.0,5242
293,Apartment,1139,2,2,2123899.0,5242
294,Apartment,1027,2,2,2055000.0,5242
295,Apartment,1144,2,2,1950000.0,5242
296,Apartment,1531,3,2,1200000.0,la riviera
297,Apartment,1579,2,4,1350000.0,trident bayside
299,Apartment,2067,2,3,1450000.0,al seef tower
300,Apartment,3553,3,5,4799999.0,al seef tower
301,Penthouse,7500,5,6,10499999.0,al seef tower
302,Apartment,3553,4,4,3500000.0,al seef tower
303,Apartment,3553,3,5,3699999.0,al seef tower
304,Apartment,2067,2,3,1849999.0,al seef tower
305,Apartment,3553,3,5,2920000.0,al seef tower
306,Apartment,591,1,2,800000.0,studio one
307,Apartment,591,1,1,850000.0,studio one
308,Apartment,3553,3,4,3150000.0,al seef tower
309,Apartment,3553,3,4,3500000.0,al seef tower
310,Apartment,591,1,2,850000.0,studio one
311,Apartment,591,1,1,850000.0,studio one
312,Apartment,2979,3,3,1975000.0,23 marina
313,Apartment,904,1,2,1557300.0,marina gate
314,Apartment,904,1,2,1730000.0,marina gate
315,Apartment,850,1,2,1791000.0,marina gate
316,Apartment,850,1,2,1990000.0,marina gate
317,Apartment,2205,3,4,2600000.0,al sahab
318,Apartment,2205,3,4,2750000.0,al sahab
321,Apartment,1324,2,2,1750000.0,marina quays
322,Apartment,3888,4,5,2799999.0,emirates crown
323,Apartment,3888,4,5,2799999.0,emirates crown
324,Apartment,1426,3,3,3650000.0,damac heights
325,Apartment,1426,3,3,3650000.0,damac heights
326,Apartment,2412,3,4,1500000.0,emerald residence
327,Apartment,2412,3,4,1500000.0,emerald residence
328,Apartment,1455,2,2,1900000.0,silverene
329,Apartment,1062,2,2,1750000.0,silverene
330,Apartment,591,1,1,700000.0,studio one
331,Apartment,829,2,2,1100000.0,studio one
332,Apartment,2516,3,4,2500000.0,emaar 6 towers
333,Apartment,791,1,2,650000.0,marina pinnacle
334,Apartment,792,1,2,635000.0,marina pinnacle
335,Apartment,1742,2,3,1200000.0,mag 218
336,Apartment,898,1,1,700000.0,mag 218
337,Apartment,844,1,2,650000.0,mag 218
338,Apartment,838,1,2,1400000.0,marina gate
339,Apartment,2368,4,4,4000000.0,marina gate
340,Apartment,868,1,2,1650000.0,marina gate
341,Apartment,1967,3,5,3000000.0,marina gate
342,Apartment,868,1,2,1430000.0,marina gate
343,Apartment,1471,2,3,2590000.0,marina gate
344,Apartment,517,0,1,360000.0,dec towers
345,Apartment,517,0,1,360000.0,dec towers
346,Apartment,1318,2,3,2225000.0,damac heights
347,Apartment,1769,3,5,3129548.0,liv residence
348,Apartment,1443,2,3,2200000.0,liv residence
349,Apartment,875,1,2,1200000.0,cayan tower
350,Apartment,788,1,2,1150000.0,west avenue tower
351,Penthouse,6146,5,6,4799999.0,princess tower
352,Apartment,6146,5,6,4799999.0,princess tower
353,Apartment,1152,1,2,1700000.0,marina promenade
354,Apartment,1377,2,2,1250000.0,emerald residence
355,Apartment,692,1,2,630000.0,bay central
356,Apartment,693,1,2,650000.0,bay central
357,Apartment,702,1,1,545000.0,marina park
358,Apartment,702,1,1,545000.0,marina park
359,Apartment,1328,2,2,1800000.0,elite residence
360,Apartment,736,1,2,700000.0,elite residence
361,Apartment,1329,2,3,1150000.0,elite residence
362,Townhouse,3577,3,4,8575000.0,marina gate
363,Apartment,1432,2,3,2495000.0,marina gate
364,Apartment,3577,3,5,8575000.0,marina gate
365,Apartment,949,1,2,1642000.0,marina gate
366,Apartment,806,1,2,1713000.0,marina gate
367,Apartment,945,1,2,1594000.0,marina gate
368,Apartment,1012,1,2,725000.0,westside marina
369,Apartment,693,1,2,650000.0,bay central
370,Apartment,693,1,2,650000.0,bay central
371,Apartment,692,1,2,650000.0,bay central
372,Apartment,692,1,2,650000.0,bay central
373,Penthouse,6297,4,5,16000000.0,le reve
374,Apartment,884,1,2,1100000.0,liv residence
375,Apartment,1302,2,2,1299998.0,park island
376,Apartment,1302,2,2,1299998.0,park island
377,Apartment,767,1,2,1075000.0,al sahab
378,Apartment,667,1,1,699000.0,marina residence
379,Apartment,613,1,2,555000.0,marina residence
380,Apartment,1198,2,3,850000.0,the torch
381,Apartment,1233,2,2,1550000.0,no.9
382,Apartment,708,1,2,599000.0,marina diamond 6
383,Apartment,706,1,2,599000.0,marina diamond 5
384,Apartment,478,0,1,840000.0,sparkle towers
385,Apartment,971,1,2,1215000.0,sparkle towers
386,Apartment,1478,2,3,1995000.0,sparkle towers
387,Apartment,1874,3,4,2910000.0,sparkle towers
388,Apartment,2352,4,5,4000000.0,marina gate
389,Apartment,1410,2,3,825000.0,marina crown
390,Apartment,5878,3,4,3199999.0,trident waterfront
391,Apartment,5878,3,4,3197999.0,trident waterfront
392,Apartment,5878,3,4,3198999.0,trident waterfront
393,Apartment,1323,2,2,1650000.0,al majara
394,Apartment,840,1,1,1000050.0,al majara
395,Apartment,1943,3,3,2099999.0,al sahab
396,Apartment,1535,2,2,1599999.0,al sahab
397,Apartment,1469,2,2,1650000.0,al sahab
398,Apartment,833,1,1,1200000.0,silverene
399,Apartment,1067,2,2,1900000.0,silverene
400,Apartment,1381,2,3,2100000.0,marina gate
401,Apartment,1381,2,3,2100000.0,marina gate
402,Apartment,726,1,1,600000.0,marina diamond 3
403,Apartment,1810,2,3,1339999.0,mag 218
404,Apartment,1367,2,2,1600000.0,marina quays
405,Apartment,1254,2,2,1500000.0,marina quays
406,Apartment,1367,2,2,1600000.0,marina quays
407,Apartment,1254,2,2,1425000.0,marina quays
408,Apartment,841,1,1,950000.0,al majara
409,Apartment,1030,1,2,800000.0,the waves
410,Apartment,1030,1,1,830000.0,the waves
411,Apartment,3173,4,4,2800000.0,elite residence
412,Penthouse,6372,4,6,15250000.0,marina gate
413,Townhouse,1398,1,2,1600000.0,marina promenade
414,Apartment,1398,1,2,1500000.0,marina promenade
415,Apartment,729,1,2,695000.0,dream tower
416,Apartment,910,1,2,575000.0,sulafa tower
417,Apartment,1350,2,3,1300000.0,elite residence
418,Apartment,736,1,2,695000.0,elite residence
419,Apartment,1350,2,3,1300000.0,elite residence
420,Apartment,1680,3,3,3610888.0,vida residences marina dubai
421,Apartment,1680,3,3,3610888.0,vida residences marina dubai
422,Apartment,722,1,2,500000.0,manchester tower
423,Apartment,1742,2,3,1400000.0,mag 218
424,Apartment,484,1,1,580000.0,manchester tower
425,Apartment,505,0,1,745000.0,the royal oceanic
426,Apartment,4373,3,4,4899548.0,liv residence
427,Apartment,963,2,3,800000.0,marina diamond 2
428,Apartment,1718,2,3,1900000.0,5242
429,Apartment,766,1,2,780000.0,zumurud tower
430,Apartment,926,1,2,800000.0,al majara
431,Apartment,1203,2,2,1300000.0,the royal oceanic
432,Penthouse,6332,4,6,8800000.0,emaar 6 towers
433,Penthouse,6332,4,6,8800000.0,emaar 6 towers
434,Apartment,1714,2,3,1049999.0,marina crown
435,Apartment,1714,2,3,1200000.0,marina crown
436,Apartment,1159,2,3,1499000.0,studio one
437,Apartment,627,1,2,1540000.0,marina gate
438,Apartment,2154,3,4,4150000.0,marina gate
439,Apartment,692,1,2,650000.0,bay central
440,Apartment,692,1,2,650000.0,bay central
441,Apartment,3456,3,5,3300000.0,la residencia del mar
442,Apartment,1410,2,3,1900000.0,marina promenade
443,Apartment,704,1,1,1399000.0,5242
444,Apartment,1499,2,3,1800000.0,damac heights
445,Apartment,3553,3,4,2950000.0,al seef tower
446,Apartment,1499,2,3,1900000.0,damac heights
447,Apartment,726,1,1,790000.0,park island
448,Apartment,726,1,1,780000.0,park island
449,Apartment,726,1,1,850000.0,park island
450,Apartment,726,1,2,800000.0,park island
451,Apartment,726,1,2,860000.0,park island
452,Apartment,726,1,2,950000.0,park island
453,Apartment,2258,3,4,2800000.0,damac heights
454,Apartment,3884,3,5,3380000.0,emirates crown
455,Apartment,3875,3,5,3050000.0,emirates crown
456,Apartment,3885,3,5,2750000.0,emirates crown
457,Apartment,2992,3,5,2500000.0,23 marina
458,Apartment,1185,1,2,1045000.0,emaar 6 towers
459,Apartment,1185,1,2,1095000.0,emaar 6 towers
460,Apartment,768,1,1,1000050.0,al sahab
461,Apartment,1535,2,2,1600000.0,al sahab
462,Apartment,1943,3,3,2099000.0,al sahab
463,Apartment,1328,2,3,1800000.0,elite residence
464,Apartment,1180,2,3,1200000.0,princess tower
465,Apartment,1750,3,4,3100000.0,damac heights
466,Apartment,1400,2,3,930000.0,yacht bay
467,Apartment,1490,2,3,1590900.0,marina quays
468,Apartment,1259,2,3,810000.0,the torch
469,Apartment,800,1,2,1200000.0,marina quays
470,Apartment,789,1,1,530000.0,escan tower
471,Apartment,755,1,1,530000.0,escan tower
472,Apartment,362,0,1,390000.0,manchester tower
473,Apartment,362,0,1,390000.0,manchester tower
474,Apartment,926,1,2,950000.0,the waves
475,Apartment,1853,3,3,1980000.0,marina tower
476,Apartment,1371,2,3,1400000.0,iris blue
477,Apartment,690,1,2,775000.0,dream towers
478,Apartment,791,1,2,650000.0,marina pinnacle
479,Apartment,449,0,1,600000.0,bay central
480,Apartment,2334,4,4,4950888.0,vida residences marina dubai
481,Apartment,1680,3,3,3616888.0,vida residences marina dubai
482,Apartment,1680,3,3,3610888.0,vida residences marina dubai
483,Apartment,1680,3,3,3616888.0,vida residences marina dubai
484,Apartment,2990,2,2,4018888.0,vida residences marina dubai
485,Apartment,966,1,2,1399000.0,ocean heights
486,Townhouse,1398,1,2,1600000.0,marina promenade
487,Apartment,473,0,1,650000.0,sparkle towers
488,Apartment,1255,2,3,1850000.0,cayan tower
489,Apartment,2146,3,4,1490000.0,23 marina
490,Apartment,1616,2,3,1430000.0,23 marina
491,Apartment,2146,3,4,1490000.0,23 marina
492,Apartment,1493,2,3,1550000.0,marina crown
493,Apartment,811,1,2,1000000.0,marina crown
494,Apartment,1310,2,2,999000.0,the royal oceanic
495,Apartment,1328,2,3,850000.0,yacht bay
496,Apartment,616,0,1,1250000.0,marina gate
497,Townhouse,4618,4,5,10650000.0,marina gate
498,Townhouse,3577,3,4,8575000.0,marina gate
499,Townhouse,2428,2,3,5700000.0,marina gate
500,Apartment,788,1,2,1040000.0,west avenue tower
501,Penthouse,6300,4,6,14000000.0,le reve
502,Penthouse,6100,4,5,14000000.0,le reve
503,Apartment,713,1,2,1050000.0,west avenue tower
504,Apartment,713,1,2,1050000.0,west avenue tower
505,Apartment,902,1,2,1100000.0,silverene
506,Apartment,727,1,1,725000.0,sulafa tower
507,Apartment,1683,3,3,3500000.0,vida residences marina dubai
508,Apartment,4538,3,4,2300000.0,trident waterfront
509,Townhouse,4538,3,5,2200000.0,trident waterfront
510,Apartment,1945,3,4,1750000.0,marina wharf
511,Apartment,764,1,2,950000.0,marina tower
512,Apartment,2280,3,5,3200000.0,orra marina
513,Apartment,785,1,2,950000.0,marina tower
514,Apartment,753,1,2,950000.0,marina tower
515,Apartment,753,1,1,950000.0,marina tower
516,Apartment,761,1,2,960000.0,marina tower
517,Apartment,765,1,2,949000.0,marina tower
518,Apartment,959,1,1,950000.0,marina tower
519,Apartment,1378,2,3,1080000.0,the belvedere
520,Apartment,1372,2,3,2600000.0,iris blue
521,Apartment,1209,2,3,1190000.0,botanica tower
522,Apartment,682,1,2,999999.0,no.9
523,Apartment,1480,2,2,2207325.0,sparkle towers
524,Apartment,476,0,1,800000.0,sparkle towers
525,Apartment,2979,3,4,2500000.0,23 marina
526,Apartment,1069,2,2,1470000.0,silverene
527,Apartment,1305,2,3,1000000.0,princess tower
528,Apartment,2013,3,4,1650000.0,princess tower
529,Apartment,2857,3,4,2500000.0,marina mansions
530,Apartment,709,1,1,777950.0,park island
531,Apartment,2860,3,4,2500000.0,ary marina view tower
532,Apartment,833,2,2,1405000.0,studio one
533,Apartment,712,1,2,1131000.0,studio one
534,Apartment,360,0,1,629000.0,studio one
535,Apartment,962,1,1,1499999.0,park island
536,Apartment,903,1,2,1250000.0,orra harbour residences and hotel apartments
537,Apartment,2761,3,4,1750000.0,kg tower
538,Penthouse,6297,4,5,17000000.0,le reve
539,Apartment,1262,2,3,1280888.0,ocean heights
540,Apartment,1431,2,2,2491000.0,marina gate
541,Apartment,800,1,2,1800000.0,marina gate
542,Townhouse,3577,3,4,8575000.0,marina gate
543,Townhouse,4618,4,5,10650000.0,marina gate
544,Townhouse,3577,3,4,8575000.0,marina gate
545,Townhouse,4618,4,5,10650000.0,marina gate
546,Apartment,616,0,1,1490000.0,marina gate
547,Townhouse,4618,4,3,10650000.0,marina gate
548,Townhouse,2429,2,3,5700000.0,marina gate
549,Apartment,2183,3,3,4660000.0,marina gate
550,Apartment,1480,2,2,2600000.0,marina gate
551,Duplex,2429,2,3,5700000.0,marina gate
552,Apartment,1431,2,2,2491000.0,marina gate
553,Apartment,1516,2,2,3378000.0,marina gate
554,Apartment,805,1,2,1733000.0,marina gate
555,Apartment,1431,2,3,2491000.0,marina gate
556,Apartment,800,1,1,1800000.0,marina gate
557,Apartment,616,0,1,1490000.0,marina gate
558,Apartment,1786,3,4,2900000.0,silverene
559,Apartment,1786,3,4,2900000.0,silverene
560,Apartment,1713,2,3,1050000.0,marina crown
561,Apartment,1210,2,2,1050000.0,continental tower
562,Apartment,1210,2,3,1050000.0,continental tower
563,Apartment,1396,2,2,1200000.0,continental tower
564,Apartment,1396,2,3,1200000.0,continental tower
565,Apartment,1867,3,3,3000000.0,the address dubai marina
